Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
44,Travel_Frequently,110,Research & Development,4,4,Human Resources,2,Male,53,1,2,Healthcare Representative,3,Married,6414,9671,4,No,25,3,4,0,10,6,3,10,9,6,3,No
40,Non-Travel,1282,Sales,23,2,Life Sciences,3,Female,45,3,3,Sales Representative,4,Single,5296,19781,5,No,15,4,3,1,13,3,3,13,10,0,1,No
41,Travel_Frequently,565,Sales,2,4,Medical,3,Male,61,2,1,Sales Representative,3,Single,8831,14947,0,No,11,3,3,0,4,3,2,4,1,4,0,Yes
26,Travel_Rarely,747,Human Resources,3,5,Medical,3,Female,55,3,1,Human Resources,2,Divorced,3291,19010,6,No,12,3,2,1,3,1,2,3,3,7,1,No
52,Travel_Rarely,1425,Sales,29,4,Life Sciences,3,Male,32,3,1,Manager,1,Married,4154,21175,4,Yes,13,3,4,1,9,5,3,9,8,0,4,No
37,Non-Travel,1445,Research & Development,14,2,Medical,4,Female,36,1,1,Research Director,2,Married,6863,14935,4,No,11,3,3,3,17,4,3,17,15,0,5,No
54,Travel_Rarely,350,Research & Development,1,4,Marketing,1,Female,45,1,3,Research Scientist,2,Divorced,5396,3046,3,No,15,3,4,1,9,3,3,9,8,8,1,No
59,Travel_Rarely,424,Research & Development,21,3,Technical Degree,4,Female,82,2,2,Healthcare Representative,4,Married,3173,4899,1,No,18,3,3,1,1,2,4,1,0,0,0,No
34,Travel_Rarely,657,Research & Development,2,3,Medical,4,Male,33,3,1,Laboratory Technician,1,Divorced,8095,26064,2,Yes,11,3,1,2,15,3,3,15,15,0,0,Yes
48,Travel_Rarely,494,Sales,11,4,Medical,4,Male,74,4,5,Sales Executive,1,Single,4783,16457,1,No,11,3,4,2,3,3,4,3,1,2,6,No
25,Non-Travel,1353,Research & Development,7,1,Life Sciences,3,Male,61,4,3,Manufacturing Director,3,Married,3965,8876,3,No,24,3,1,1,6,2,4,6,5,2,4,No
32,Travel_Rarely,1020,Research & Development,6,3,Human Resources,3,Female,87,2,2,Manufacturing Director,3,Divorced,5976,13501,1,No,11,3,4,1,12,6,2,12,10,2,5,No
48,Travel_Rarely,670,Sales,11,4,Life Sciences,4,Female,42,1,2,Manager,3,Single,3820,7306,3,No,20,3,2,1,1,4,3,1,0,2,2,No
47,Travel_Rarely,345,Research & Development,2,4,Marketing,3,Male,51,3,3,Healthcare Representative,4,Married,6397,6224,2,No,18,3,2,1,10,2,3,10,7,2,2,No
37,Travel_Rarely,1182,Sales,1,4,Life Sciences,3,Female,73,2,2,Sales Representative,4,Single,5420,26420,2,Yes,12,3,3,0,6,6,3,6,4,0,0,Yes
56,Travel_Rarely,1268,Sales,9,2,Human Resources,2,Female,73,3,3,Manager,2,Divorced,4962,22019,4,Yes,11,3,4,0,15,0,3,15,14,0,0,No
29,Travel_Rarely,293,Research & Development,3,3,Marketing,1,Female,59,4,3,Manufacturing Director,3,Single,4980,12859,4,No,12,3,4,0,1,3,3,1,0,1,0,No
34,Travel_Frequently,620,Sales,29,2,Marketing,3,Male,52,3,1,Manager,2,Married,9486,5480,5,No,13,3,4,0,3,3,4,3,1,3,17,Yes
59,Travel_Rarely,1061,Research & Development,5,4,Life Sciences,3,Female,41,3,4,Laboratory Technician,1,Single,7607,13163,2,Yes,17,3,2,0,12,0,3,12,9,6,6,Yes
47,Travel_Frequently,1400,Research & Development,1,2,Medical,3,Male,43,3,2,Manufacturing Director,3,Married,1372,12023,4,Yes,11,3,1,1,0,2,4,0,0,1,3,No
46,Travel_Rarely,1164,Research & Development,10,4,Medical,1,Male,65,4,2,Laboratory Technician,4,Single,9148,13167,1,Yes,20,4,3,0,0,2,3,0,0,0,0,Yes
36,Travel_Rarely,294,Sales,3,3,Marketing,4,Male,74,3,5,Sales Representative,1,Single,8049,18243,1,No,12,3,3,1,32,3,4,32,28,6,1,No
28,Travel_Rarely,428,Sales,1,5,Life Sciences,3,Male,53,4,2,Manager,1,Married,7872,15388,1,Yes,11,3,4,1,2,5,2,2,0,0,1,No
51,Travel_Rarely,584,Sales,4,3,Other,3,Male,32,3,3,Sales Executive,4,Divorced,9163,12821,4,No,15,3,4,1,25,3,3,25,24,0,2,No
24,Travel_Frequently,126,Research & Development,29,3,Technical Degree,4,Female,80,3,3,Healthcare Representative,4,Single,6545,8184,2,No,24,3,3,3,1,3,3,1,0,4,2,No
51,Travel_Frequently,203,Research & Development,4,3,Life Sciences,2,Male,84,2,1,Laboratory Technician,3,Single,8360,7589,3,Yes,11,3,4,0,3,3,3,3,0,1,10,Yes
37,Travel_Rarely,764,Sales,3,4,Technical Degree,4,Male,67,4,5,Sales Executive,3,Married,5106,26136,0,No,15,4,4,2,9,2,2,9,8,0,5,No
55,Travel_Rarely,318,Human Resources,5,3,Medical,3,Male,49,3,2,Manager,4,Married,9042,20878,3,Yes,15,3,4,0,7,4,3,7,7,5,0,No
41,Travel_Frequently,843,Sales,1,1,Medical,3,Female,31,3,2,Sales Executive,2,Divorced,7154,14241,2,No,22,4,3,2,6,3,2,6,2,7,1,Yes
27,Travel_Rarely,368,Research & Development,1,3,Life Sciences,3,Female,55,3,4,Healthcare Representative,2,Single,2369,5646,1,No,11,3,4,0,5,2,3,5,5,0,0,Yes
49,Travel_Rarely,263,Research & Development,17,4,Medical,2,Female,31,1,2,Laboratory Technician,1,Married,9609,19456,6,No,18,3,3,1,12,1,3,12,12,4,1,Yes
32,Non-Travel,388,Research & Development,29,2,Marketing,3,Female,96,2,3,Research Director,4,Single,6113,8641,5,No,11,4,1,0,1,6,4,1,1,2,12,No
54,Travel_Rarely,779,Research & Development,1,2,Medical,3,Male,71,1,4,Healthcare Representative,2,Single,5695,23991,4,Yes,15,3,1,1,4,0,3,4,1,0,4,No
37,Non-Travel,987,Research & Development,6,3,Medical,2,Male,69,4,1,Manufacturing Director,4,Married,5171,13090,4,Yes,17,3,1,0,1,5,3,1,1,6,0,Yes
20,Travel_Rarely,348,Research & Development,29,4,Marketing,4,Female,38,3,1,Research Director,4,Married,5391,19992,2,No,19,3,1,1,6,2,2,6,4,0,1,No
54,Travel_Rarely,275,Research & Development,1,2,Marketing,3,Female,31,4,1,Laboratory Technician,2,Married,7188,11833,1,No,11,4,1,1,2,3,3,2,1,0,2,No
57,Travel_Rarely,1134,Sales,1,4,Life Sciences,4,Female,57,3,4,Sales Executive,1,Single,3537,18871,2,No,11,3,4,2,2,2,3,2,0,1,3,No
25,Travel_Rarely,1010,Research & Development,23,4,Technical Degree,3,Female,32,3,1,Research Scientist,3,Married,1794,21108,5,No,14,3,3,1,4,4,3,4,2,2,2,No
57,Travel_Rarely,1119,Research & Development,11,2,Medical,3,Male,45,2,2,Healthcare Representative,2,Married,3306,24293,4,No,12,3,3,1,0,3,3,0,0,0,0,No
40,Travel_Rarely,889,Research & Development,1,2,Life Sciences,4,Female,33,1,2,Healthcare Representative,4,Divorced,7645,18581,6,No,11,3,3,0,0,1,3,0,0,4,2,No
57,Travel_Rarely,698,Research & Development,4,3,Life Sciences,4,Female,52,4,2,Manufacturing Director,3,Single,6014,15391,0,No,11,3,3,1,8,2,3,8,4,2,0,No
28,Travel_Rarely,763,Research & Development,1,5,Medical,2,Female,35,1,3,Research Director,2,Single,9839,3837,0,No,13,3,1,0,3,2,3,3,1,0,2,No
25,Travel_Rarely,1446,Research & Development,5,3,Technical Degree,4,Female,84,3,5,Research Scientist,3,Married,6305,15630,0,No,21,3,2,2,14,4,3,14,10,2,1,No
46,Travel_Rarely,1250,Research & Development,13,3,Life Sciences,3,Female,37,3,2,Healthcare Representative,1,Married,9027,7530,2,Yes,11,3,4,0,8,4,3,8,7,1,0,No
47,Travel_Rarely,142,Sales,7,2,Marketing,1,Female,93,3,2,Sales Representative,3,Single,4421,2515,3,Yes,18,3,4,1,0,4,2,0,0,0,1,Yes
27,Travel_Rarely,438,Sales,9,3,Life Sciences,3,Female,96,4,3,Sales Executive,1,Divorced,5194,8510,5,No,11,4,3,1,6,0,4,6,2,0,0,No
56,Travel_Rarely,427,Sales,3,3,Medical,4,Male,70,2,2,Sales Executive,3,Single,6528,24675,2,No,11,3,3,0,0,3,4,0,0,1,1,Yes
45,Travel_Rarely,1311,Sales,1,3,Other,4,Male,69,3,4,Sales Executive,3,Divorced,6059,23770,0,No,11,3,2,1,10,6,3,10,8,0,8,No
53,Travel_Rarely,1366,Research & Development,1,3,Marketing,1,Male,56,3,2,Research Scientist,3,Single,5778,16676,5,Yes,23,3,3,0,33,4,4,33,32,3,1,No
30,Travel_Rarely,1464,Sales,15,2,Life Sciences,4,Male,68,4,2,Sales Executive,4,Married,3883,8902,4,No,18,3,3,0,5,1,3,5,1,0,2,No
49,Travel_Frequently,1219,Human Resources,9,3,Medical,4,Male,82,4,5,Manager,1,Divorced,1743,6807,2,Yes,17,3,4,3,8,3,3,8,4,1,2,Yes
53,Travel_Rarely,1020,Research & Development,2,1,Life Sciences,2,Male,69,2,2,Healthcare Representative,3,Single,8393,5271,1,Yes,17,3,1,0,1,4,3,1,0,1,0,No
54,Travel_Rarely,1188,Sales,4,1,Life Sciences,3,Female,81,3,1,Sales Representative,3,Divorced,8057,5870,5,No,11,3,4,1,4,3,4,4,3,1,2,No
43,Travel_Frequently,1117,Research & Development,14,4,Marketing,3,Female,66,4,1,Healthcare Representative,3,Married,4658,22868,3,Yes,15,4,2,1,13,1,3,13,13,0,7,No
39,Travel_Frequently,834,Research & Development,6,2,Marketing,2,Male,96,2,5,Manufacturing Director,4,Divorced,7636,26945,2,No,11,3,3,1,1,0,3,1,0,0,0,No
21,Travel_Rarely,621,Research & Development,3,3,Life Sciences,4,Female,48,3,3,Manufacturing Director,1,Married,6000,25206,3,No,25,4,3,0,2,5,3,2,0,0,10,No
48,Travel_Frequently,1334,Research & Development,2,2,Human Resources,2,Male,63,3,2,Manufacturing Director,4,Single,9818,25688,3,No,11,4,3,1,4,2,3,4,1,2,8,No
35,Travel_Rarely,1334,Research & Development,2,2,Medical,2,Female,95,3,3,Laboratory Technician,3,Single,2563,18337,3,No,11,3,3,1,8,2,3,8,8,0,7,No
55,Travel_Frequently,186,Sales,15,3,Life Sciences,2,Female,39,3,2,Sales Representative,3,Single,6119,26863,1,Yes,21,3,1,1,3,4,3,3,2,0,0,Yes
41,Travel_Rarely,308,Human Resources,7,2,Medical,3,Female,81,3,2,Manager,4,Single,5880,14692,0,Yes,14,3,3,3,18,3,3,18,17,0,2,No
40,Travel_Rarely,1472,Human Resources,11,1,Medical,3,Female,71,3,3,Human Resources,1,Single,6983,19604,4,No,17,3,2,0,0,5,3,0,0,4,3,No
39,Non-Travel,262,Research & Development,17,4,Medical,3,Female,89,3,3,Manufacturing Director,4,Single,11111,17074,2,No,14,4,1,1,3,1,4,3,2,7,0,No
19,Travel_Rarely,551,Sales,29,1,Medical,3,Female,31,4,2,Sales Representative,1,Married,6128,18727,2,No,12,3,2,0,8,3,4,8,4,2,3,No
48,Travel_Rarely,217,Research & Development,2,1,Medical,1,Male,30,3,1,Research Scientist,3,Divorced,8729,13753,0,Yes,12,3,3,0,1,1,3,1,0,1,7,No
28,Travel_Rarely,463,Sales,1,4,Life Sciences,4,Male,79,1,1,Sales Executive,4,Single,6056,7145,2,No,18,3,2,0,7,0,4,7,3,0,11,No
45,Travel_Rarely,1376,Sales,5,2,Technical Degree,3,Female,65,3,3,Sales Representative,2,Single,9712,8205,3,No,15,3,1,0,1,1,3,1,0,1,1,No
49,Travel_Rarely,1013,Sales,1,4,Medical,2,Male,51,4,3,Manager,4,Married,8758,6485,1,No,19,3,3,0,0,3,3,0,0,1,1,No
22,Travel_Rarely,284,Research & Development,14,2,Life Sciences,1,Female,65,2,3,Research Director,1,Single,5500,26907,5,No,19,3,4,0,0,3,4,0,0,1,1,Yes
55,Travel_Rarely,777,Research & Development,19,2,Marketing,1,Male,32,3,3,Healthcare Representative,4,Single,5284,9881,2,Yes,17,3,4,1,18,3,2,18,18,1,0,No
27,Travel_Rarely,1453,Research & Development,10,3,Human Resources,4,Female,73,3,3,Research Director,3,Single,7960,22198,4,Yes,19,4,4,0,5,0,3,5,1,1,2,Yes
57,Travel_Rarely,693,Research & Development,2,5,Human Resources,3,Male,45,4,4,Manufacturing Director,4,Divorced,4533,22487,3,No,17,3,3,0,11,3,3,11,10,0,6,No
41,Travel_Rarely,1132,Research & Development,1,1,Life Sciences,4,Female,40,4,1,Research Director,4,Divorced,7071,6999,3,No,16,3,3,0,2,1,3,2,1,0,4,No
52,Travel_Rarely,1032,Research & Development,4,3,Life Sciences,1,Male,39,3,2,Manufacturing Director,3,Married,5432,4430,4,Yes,13,3,4,1,6,1,3,6,6,0,9,No
40,Non-Travel,1495,Research & Development,16,1,Medical,3,Female,80,2,2,Research Scientist,2,Married,7604,21062,3,No,11,3,2,0,4,3,3,4,4,0,1,No
34,Travel_Rarely,864,Human Resources,3,2,Life Sciences,4,Male,71,1,2,Manager,4,Married,6016,20243,4,Yes,12,3,1,3,20,2,2,20,16,0,3,No
18,Travel_Rarely,713,Sales,1,4,Human Resources,2,Female,54,2,3,Manager,1,Married,4422,6011,1,Yes,20,4,2,0,9,3,4,9,5,0,5,Yes
48,Travel_Frequently,180,Research & Development,2,1,Life Sciences,3,Female,35,3,4,Healthcare Representative,3,Married,9815,14902,3,No,16,3,2,0,9,3,3,9,8,0,9,No
48,Travel_Frequently,1346,Research & Development,29,4,Life Sciences,4,Female,73,2,2,Manufacturing Director,4,Married,7218,3208,2,Yes,13,3,3,0,0,2,4,0,0,0,8,Yes
59,Travel_Rarely,783,Research & Development,10,2,Life Sciences,3,Male,37,3,4,Healthcare Representative,3,Single,6339,15104,1,No,19,3,3,0,5,4,3,5,2,0,2,No
59,Travel_Frequently,1222,Research & Development,20,4,Life Sciences,1,Male,63,2,2,Laboratory Technician,2,Single,7759,8134,2,No,13,3,1,1,4,3,3,4,1,0,9,No
51,Travel_Rarely,494,Research & Development,13,3,Technical Degree,3,Male,70,3,2,Manufacturing Director,1,Married,1486,19617,2,Yes,17,3,4,1,18,0,3,18,16,1,2,No
26,Travel_Frequently,569,Research & Development,6,4,Medical,1,Female,30,4,2,Research Director,2,Divorced,12770,10061,5,Yes,20,3,3,0,2,3,3,2,0,2,9,No
39,Travel_Rarely,971,Research & Development,1,2,Life Sciences,4,Male,32,3,2,Manufacturing Director,3,Married,6574,24131,2,No,17,3,3,0,2,3,2,2,0,6,6,No
30,Travel_Rarely,1496,Research & Development,3,4,Life Sciences,3,Female,81,4,2,Healthcare Representative,1,Divorced,1009,24970,0,Yes,19,4,4,0,3,3,3,3,1,5,1,No
42,Travel_Rarely,119,Sales,7,3,Medical,4,Male,72,2,2,Sales Executive,4,Divorced,10091,23140,3,No,16,3,1,3,1,4,2,1,1,1,10,Yes
35,Travel_Frequently,1309,Research & Development,18,3,Life Sciences,1,Male,76,2,4,Manufacturing Director,2,Single,4245,14857,5,No,11,3,4,2,0,5,3,0,0,1,1,No
29,Travel_Rarely,1268,Research & Development,2,4,Medical,3,Male,48,2,3,Research Director,4,Married,9631,21994,4,No,20,3,2,1,13,6,4,13,10,0,9,No
57,Travel_Rarely,1459,Sales,1,3,Medical,1,Male,99,4,2,Sales Representative,4,Married,6864,16537,1,No,18,3,4,1,5,3,1,5,3,7,3,Yes
34,Travel_Rarely,163,Research & Development,7,4,Marketing,2,Female,76,3,1,Research Scientist,4,Divorced,1788,12262,3,Yes,13,3,4,2,13,3,3,13,10,3,4,No
32,Non-Travel,264,Research & Development,1,3,Human Resources,1,Male,34,4,5,Laboratory Technician,2,Divorced,7283,17018,4,Yes,12,3,3,1,12,0,3,12,8,4,0,Yes
59,Travel_Frequently,653,Research & Development,8,3,Technical Degree,2,Male,93,2,2,Manufacturing Director,3,Married,7063,11882,7,Yes,15,3,1,2,2,4,2,2,1,0,0,Yes
32,Travel_Rarely,280,Sales,2,4,Human Resources,4,Female,74,4,4,Sales Executive,2,Single,9955,3239,3,No,11,4,1,1,5,0,2,5,5,1,13,No
32,Travel_Rarely,1360,Research & Development,2,2,Life Sciences,1,Female,93,3,2,Healthcare Representative,2,Divorced,8066,3721,4,No,18,3,2,0,0,3,2,0,0,0,1,No
56,Travel_Rarely,1185,Research & Development,4,3,Life Sciences,3,Male,74,3,2,Research Director,3,Single,2781,12144,3,Yes,14,3,4,1,17,1,3,17,13,6,7,No
30,Travel_Rarely,1353,Sales,8,5,Life Sciences,4,Male,65,4,3,Sales Executive,4,Divorced,9506,19723,1,Yes,11,3,2,1,3,2,2,3,3,0,4,No
34,Non-Travel,340,Sales,7,3,Technical Degree,4,Female,38,4,2,Sales Executive,1,Divorced,5257,11768,4,No,17,3,2,1,3,1,3,3,3,1,3,No
49,Travel_Rarely,669,Human Resources,2,2,Other,2,Female,52,4,3,Human Resources,2,Married,11660,24239,5,No,16,3,4,0,2,1,3,2,0,0,4,No
26,Travel_Rarely,847,Sales,19,3,Technical Degree,4,Female,61,1,2,Sales Representative,2,Married,5435,18847,0,No,18,3,1,1,4,1,3,4,1,3,0,No
57,Travel_Rarely,185,Research & Development,1,4,Life Sciences,2,Male,74,3,3,Manufacturing Director,4,Married,5866,16358,2,No,11,3,4,1,2,2,3,2,0,0,2,No
37,Travel_Rarely,1166,Research & Development,1,5,Human Resources,3,Male,57,4,3,Manufacturing Director,4,Married,4034,23333,4,No,17,4,2,0,3,3,3,3,1,3,3,No
43,Travel_Rarely,539,Sales,8,5,Medical,4,Male,81,3,1,Sales Executive,1,Single,5004,23798,2,No,22,3,1,1,11,3,3,11,9,1,8,No
44,Travel_Rarely,630,Research & Development,1,3,Life Sciences,4,Female,40,3,2,Laboratory Technician,2,Married,4211,21710,3,No,14,3,1,1,12,3,3,12,8,1,5,No
38,Travel_Rarely,206,Research & Development,6,3,Medical,4,Female,48,2,1,Manufacturing Director,4,Divorced,10029,20263,2,No,14,3,4,1,2,3,3,2,0,0,1,No
35,Travel_Rarely,638,Research & Development,27,2,Life Sciences,4,Female,93,2,1,Healthcare Representative,2,Divorced,2505,19052,3,No,11,3,3,3,4,4,3,4,3,4,16,No
30,Travel_Rarely,483,Research & Development,10,2,Medical,2,Male,94,3,3,Research Director,4,Single,8913,17853,4,Yes,15,3,2,1,14,3,3,14,11,3,4,No
33,Travel_Rarely,1218,Research & Development,8,1,Life Sciences,3,Female,86,3,1,Healthcare Representative,1,Divorced,8985,18182,7,Yes,11,4,3,1,0,0,4,0,0,0,2,No
26,Travel_Rarely,1340,Sales,7,1,Medical,3,Male,95,2,2,Sales Representative,3,Married,10632,7598,2,No,19,3,3,1,15,2,3,15,15,1,6,No
29,Travel_Frequently,318,Research & Development,1,4,Medical,3,Female,33,3,1,Manufacturing Director,3,Single,6631,10114,4,No,24,4,2,1,1,2,3,1,0,0,3,No
55,Travel_Rarely,590,Human Resources,5,4,Technical Degree,1,Male,58,3,2,Human Resources,4,Single,3419,22181,6,No,24,3,4,2,7,5,3,7,4,0,4,No
36,Travel_Rarely,252,Sales,3,3,Medical,2,Male,33,3,1,Sales Executive,2,Single,5984,16498,2,Yes,11,3,2,1,6,1,3,6,6,1,3,Yes
24,Travel_Frequently,1499,Research & Development,27,5,Medical,4,Female,30,2,1,Research Scientist,2,Divorced,8284,23955,2,No,12,3,1,1,5,3,2,5,5,2,0,No
52,Travel_Rarely,914,Research & Development,2,5,Technical Degree,4,Male,47,4,3,Research Director,2,Married,6754,4666,3,No,17,3,3,0,13,0,3,13,10,1,3,No
35,Travel_Rarely,732,Research & Development,5,3,Technical Degree,3,Female,42,1,3,Research Scientist,3,Married,7600,24383,4,No,14,3,1,0,0,2,3,0,0,1,1,No
33,Travel_Rarely,523,Sales,25,3,Life Sciences,3,Male,99,3,4,Sales Representative,4,Single,10595,20593,2,No,15,4,4,0,2,4,2,2,2,2,3,No
56,Travel_Rarely,747,Human Resources,14,2,Medical,3,Female,78,3,1,Manager,4,Married,8246,25915,3,No,24,4,1,1,5,2,3,5,3,5,0,Yes
21,Travel_Rarely,308,Research & Development,29,3,Life Sciences,3,Female,76,3,3,Research Director,1,Single,7095,14365,2,No,11,3,4,0,11,3,3,11,8,1,1,Yes
42,Travel_Rarely,876,Sales,8,2,Life Sciences,4,Male,59,3,3,Sales Representative,4,Married,1009,11442,2,No,16,3,2,0,1,4,4,1,0,1,6,No
49,Travel_Frequently,935,Sales,3,3,Medical,2,Female,56,3,2,Sales Executive,1,Married,4148,19563,2,No,16,3,4,1,11,1,1,11,7,4,2,Yes
57,Travel_Frequently,689,Sales,15,5,Technical Degree,3,Male,57,3,3,Manager,3,Single,5285,26830,4,No,19,4,1,0,3,3,3,3,2,1,4,No
30,Travel_Rarely,665,Research & Development,3,3,Life Sciences,4,Female,31,4,3,Manufacturing Director,4,Divorced,1009,9287,1,No,11,3,4,0,1,2,2,1,0,1,2,No
34,Travel_Rarely,327,Research & Development,1,2,Technical Degree,4,Female,49,1,2,Laboratory Technician,1,Single,3172,11044,2,No,20,3,1,0,9,5,3,9,7,3,1,Yes
54,Travel_Rarely,905,Research & Development,11,3,Technical Degree,3,Female,53,3,3,Research Director,1,Married,5694,4842,1,No,16,3,4,1,0,4,3,0,0,4,2,No
23,Travel_Rarely,791,Research & Development,9,3,Technical Degree,1,Female,73,3,2,Research Director,2,Married,6182,7499,2,No,11,3,3,1,5,1,4,5,5,2,6,No
36,Travel_Rarely,207,Sales,19,2,Life Sciences,4,Male,50,4,2,Sales Representative,4,Married,8017,17899,2,Yes,14,3,3,2,0,5,3,0,0,0,1,No
30,Travel_Frequently,1201,Research & Development,29,2,Technical Degree,3,Female,51,3,2,Laboratory Technician,3,Single,5884,11115,1,No,19,3,2,0,3,2,3,3,1,1,2,Yes
43,Travel_Rarely,617,Research & Development,17,5,Life Sciences,4,Female,87,1,4,Research Director,3,Single,7244,11134,1,No,23,4,4,0,6,1,3,6,5,0,0,No
31,Non-Travel,1049,Sales,1,2,Medical,3,Male,40,3,2,Sales Representative,4,Divorced,5246,9993,0,No,13,3,2,0,5,3,2,5,5,0,1,Yes
48,Travel_Frequently,288,Sales,9,4,Life Sciences,2,Male,82,4,2,Manager,4,Single,6626,9075,3,No,23,3,4,3,3,3,3,3,0,1,8,No
21,Travel_Frequently,633,Sales,13,3,Life Sciences,1,Male,38,2,2,Sales Executive,4,Divorced,7852,6438,1,Yes,19,3,3,1,3,3,2,3,0,0,6,No
56,Travel_Rarely,376,Research & Development,29,3,Marketing,3,Male,96,3,3,Manufacturing Director,3,Divorced,10917,15496,2,No,12,3,4,1,1,3,3,1,0,1,1,No
25,Travel_Rarely,640,Research & Development,4,2,Medical,1,Male,81,3,3,Manufacturing Director,1,Single,4956,9297,3,No,17,4,3,2,4,3,3,4,4,2,0,Yes
42,Travel_Rarely,749,Research & Development,1,4,Life Sciences,2,Male,42,2,1,Research Scientist,1,Single,6932,15412,2,Yes,18,3,1,0,21,5,3,21,19,4,2,Yes
30,Travel_Rarely,119,Research & Development,17,4,Life Sciences,3,Female,30,3,3,Manufacturing Director,4,Married,9107,11815,2,No,14,3,3,0,13,4,3,13,9,0,5,No
49,Travel_Rarely,386,Research & Development,3,2,Medical,3,Male,73,1,2,Laboratory Technician,4,Divorced,2181,7534,2,Yes,12,3,1,1,1,3,2,1,1,0,0,No
55,Travel_Rarely,1427,Research & Development,8,1,Life Sciences,2,Female,53,4,2,Research Scientist,4,Divorced,12493,12535,0,No,14,3,2,1,0,2,2,0,0,1,5,No
55,Travel_Rarely,1033,Research & Development,4,2,Technical Degree,1,Male,34,3,2,Manufacturing Director,2,Married,10037,4986,3,No,13,3,2,1,18,4,3,18,18,0,4,Yes
45,Travel_Rarely,1115,Sales,4,4,Life Sciences,4,Female,95,4,3,Sales Executive,1,Divorced,1365,22102,3,No,16,3,4,1,5,4,4,5,1,0,0,No
47,Travel_Frequently,1006,Sales,11,3,Life Sciences,1,Female,49,3,3,Sales Representative,1,Single,7614,8781,1,No,23,3,4,1,5,6,2,5,2,4,4,No
20,Travel_Rarely,751,Sales,4,2,Life Sciences,2,Female,93,1,3,Manager,1,Divorced,4806,25901,2,Yes,16,3,1,2,10,1,3,10,7,0,1,No
45,Travel_Rarely,953,Sales,10,3,Medical,2,Male,44,3,2,Sales Representative,3,Divorced,5307,8398,1,Yes,22,4,3,1,2,3,3,2,0,1,0,Yes
20,Travel_Rarely,358,Research & Development,1,3,Life Sciences,4,Male,97,3,2,Research Director,4,Single,7551,17483,0,No,17,3,2,0,4,6,3,4,1,0,1,No
51,Non-Travel,1344,Human Resources,3,4,Life Sciences,3,Male,83,4,1,Human Resources,3,Single,9651,22583,2,No,25,3,2,1,24,3,3,24,20,0,0,No
33,Travel_Rarely,745,Sales,3,3,Other,1,Male,40,4,5,Manager,3,Single,5102,6548,5,No,11,3,1,1,7,3,2,7,5,0,6,No
39,Travel_Rarely,458,Sales,12,2,Medical,1,Female,52,3,2,Manager,3,Single,5142,4265,4,No,11,4,4,1,1,6,1,1,1,3,5,Yes
49,Travel_Rarely,357,Research & Development,3,2,Life Sciences,4,Male,30,3,2,Research Director,1,Divorced,7616,10563,3,Yes,16,4,4,0,1,3,2,1,0,4,15,No
55,Non-Travel,709,Human Resources,9,3,Medical,3,Female,71,4,3,Human Resources,4,Married,8215,19501,4,No,16,3,2,0,1,3,2,1,1,2,3,Yes
25,Travel_Frequently,1399,Research & Development,10,1,Technical Degree,3,Female,76,4,1,Healthcare Representative,3,Single,3478,6715,1,No,21,3,2,0,10,0,1,10,6,1,0,Yes
25,Travel_Rarely,435,Research & Development,9,4,Life Sciences,1,Male,97,3,4,Manufacturing Director,1,Married,11671,14999,5,Yes,22,3,2,3,2,3,3,2,0,3,1,No
23,Travel_Rarely,1493,Sales,8,3,Life Sciences,3,Male,67,3,3,Manager,3,Divorced,4570,20195,0,Yes,11,4,4,0,0,2,3,0,0,0,7,No
31,Travel_Rarely,116,Sales,4,3,Marketing,3,Male,31,3,3,Sales Executive,3,Married,9394,25681,3,Yes,14,3,1,1,20,1,3,20,18,3,2,No
49,Travel_Rarely,280,Human Resources,4,3,Medical,3,Female,74,3,1,Manager,1,Married,7855,20458,3,Yes,15,4,3,1,1,3,3,1,0,1,2,No
52,Travel_Rarely,189,Human Resources,7,3,Medical,1,Male,56,4,2,Manager,2,Single,8318,20068,8,No,11,3,4,2,0,0,2,0,0,3,2,No
27,Travel_Frequently,195,Sales,1,3,Life Sciences,3,Female,90,2,1,Sales Executive,3,Divorced,4628,2363,1,Yes,14,3,1,1,1,4,2,1,0,0,1,No
20,Non-Travel,946,Human Resources,18,4,Life Sciences,2,Male,40,3,2,Human Resources,2,Divorced,1328,22575,1,Yes,19,3,3,2,1,3,4,1,1,3,0,No
29,Travel_Rarely,129,Research & Development,15,3,Medical,3,Female,98,3,3,Research Scientist,2,Single,6435,15919,4,Yes,19,4,1,1,3,3,2,3,2,1,0,Yes
48,Travel_Rarely,798,Research & Development,3,4,Life Sciences,3,Male,58,3,1,Research Scientist,3,Single,6448,21098,3,No,16,3,4,2,17,2,3,17,13,0,1,No
